,Product,date,Sales,Discount,In-Store Promo,Catalogue Promo,Store End Promo,Google_Mobility,Covid_Flag,V_DAY,EASTER,CHRISTMAS,DayOfWeek,Quarter,WeekNum
1093,SKU6,2018-07-01,45147,0.38,0,0,0,0.0,0,0,0,0,Sunday,3,26
1094,SKU6,2018-07-08,14632,0.05,0,1,1,0.0,0,0,0,0,Sunday,3,27
1095,SKU6,2018-07-15,107913,0.53,1,0,1,0.0,0,0,0,0,Sunday,3,28
1096,SKU6,2018-07-22,31895,0.3,1,0,1,0.0,0,0,0,0,Sunday,3,29
1097,SKU6,2018-07-29,39265,0.38,0,0,0,0.0,0,0,0,0,Sunday,3,30
1098,SKU6,2018-08-05,15446,0.05,0,1,0,0.0,0,0,0,0,Sunday,3,31
1099,SKU6,2018-08-12,46285,0.38,0,0,0,0.0,0,0,0,0,Sunday,3,32
1100,SKU6,2018-08-19,15026,0.05,1,0,1,0.0,0,0,0,0,Sunday,3,33
1101,SKU6,2018-08-26,41251,0.38,0,0,0,0.0,0,0,0,0,Sunday,3,34
1102,SKU6,2018-09-02,13210,0.05,0,1,0,0.0,0,0,0,0,Sunday,3,35
1103,SKU6,2018-09-09,41151,0.38,0,0,0,0.0,0,0,0,0,Sunday,3,36
1104,SKU6,2018-09-16,14818,0.07,0,1,1,0.0,0,0,0,0,Sunday,3,37
1105,SKU6,2018-09-23,127468,0.53,1,0,1,0.0,0,0,0,0,Sunday,3,38
1106,SKU6,2018-09-30,27569,0.3,1,0,0,0.0,0,0,0,0,Sunday,3,39
1107,SKU6,2018-10-07,51275,0.38,1,0,0,0.0,0,0,0,0,Sunday,4,40
1108,SKU6,2018-10-14,44702,0.28,0,1,0,0.0,0,0,0,0,Sunday,4,41
1109,SKU6,2018-10-21,140995,0.53,1,0,0,0.0,0,0,0,0,Sunday,4,42
1110,SKU6,2018-10-28,181833,0.53,1,0,1,0.0,0,0,0,0,Sunday,4,43
1111,SKU6,2018-11-04,105995,0.48,1,0,1,0.0,0,0,0,0,Sunday,4,44
1112,SKU6,2018-11-11,25456,0.28,0,1,0,0.0,0,0,0,0,Sunday,4,45
1113,SKU6,2018-11-18,40660,0.38,1,0,1,0.0,0,0,0,0,Sunday,4,46
1114,SKU6,2018-11-25,25478,0.28,0,1,1,0.0,0,0,0,0,Sunday,4,47
1115,SKU6,2018-12-02,39116,0.38,0,0,0,0.0,0,0,0,1,Sunday,4,48
1116,SKU6,2018-12-09,12783,0.07,0,1,0,0.0,0,0,0,0,Sunday,4,49
1117,SKU6,2018-12-16,38557,0.38,0,1,0,0.0,0,0,0,0,Sunday,4,50
1118,SKU6,2018-12-23,33821,0.38,0,1,0,0.0,0,0,0,0,Sunday,4,51
1119,SKU6,2018-12-30,7158,0.13,0,0,0,0.0,0,0,0,0,Sunday,4,52
1120,SKU6,2019-01-06,7148,0.07,0,1,1,0.0,0,0,0,0,Sunday,1,1
1121,SKU6,2019-01-13,26272,0.38,0,0,0,0.0,0,0,0,0,Sunday,1,2
1122,SKU6,2019-01-20,8741,0.07,0,1,0,0.0,0,0,0,0,Sunday,1,3
1123,SKU6,2019-01-27,32245,0.38,0,0,0,0.0,0,0,0,0,Sunday,1,4
1124,SKU6,2019-02-03,10101,0.07,0,1,0,0.0,0,0,0,0,Sunday,1,5
1125,SKU6,2019-02-10,37295,0.38,0,0,0,0.0,0,1,0,0,Sunday,1,6
1126,SKU6,2019-02-17,11422,0.07,1,0,1,0.0,0,0,0,0,Sunday,1,7
1127,SKU6,2019-02-24,20031,0.28,0,0,0,0.0,0,0,0,0,Sunday,1,8
1128,SKU6,2019-03-03,9715,0.05,1,0,1,0.0,0,0,0,0,Sunday,1,9
1129,SKU6,2019-03-10,21482,0.28,0,0,0,0.0,0,0,0,0,Sunday,1,10
1130,SKU6,2019-03-17,10329,0.05,0,1,1,0.0,0,0,0,0,Sunday,1,11
1131,SKU6,2019-03-24,112451,0.53,1,0,1,0.0,0,0,0,0,Sunday,1,12
1132,SKU6,2019-03-31,23003,0.3,1,0,0,0.0,0,0,0,0,Sunday,1,13
1133,SKU6,2019-04-07,33932,0.38,0,0,0,0.0,0,0,1,0,Sunday,2,14
1134,SKU6,2019-04-14,8850,0.07,1,0,1,0.0,0,0,0,0,Sunday,2,15
1135,SKU6,2019-04-21,19724,0.38,0,0,0,0.0,0,0,0,0,Sunday,2,16
1136,SKU6,2019-04-28,6545,0.07,1,0,1,0.0,0,0,0,0,Sunday,2,17
1137,SKU6,2019-05-05,21279,0.38,0,0,0,0.0,0,0,0,0,Sunday,2,18
1138,SKU6,2019-05-12,9373,0.05,0,1,1,0.0,0,0,0,0,Sunday,2,19
1139,SKU6,2019-05-19,86119,0.53,1,0,1,0.0,0,0,0,0,Sunday,2,20
1140,SKU6,2019-05-26,27378,0.4,0,1,1,0.0,0,0,0,0,Sunday,2,21
1141,SKU6,2019-06-02,34735,0.38,0,0,0,0.0,0,0,0,0,Sunday,2,22
1142,SKU6,2019-06-09,10571,0.07,1,0,1,0.0,0,0,0,0,Sunday,2,23
1143,SKU6,2019-06-16,26709,0.38,1,0,1,0.0,0,0,0,0,Sunday,2,24
1144,SKU6,2019-06-23,24578,0.28,0,1,0,0.0,0,0,0,0,Sunday,2,25
1145,SKU6,2019-06-30,38589,0.38,0,0,0,0.0,0,0,0,0,Sunday,2,26
1146,SKU6,2019-07-07,11271,0.07,0,1,0,0.0,0,0,0,0,Sunday,3,27
1147,SKU6,2019-07-14,103831,0.53,1,0,1,0.0,0,0,0,0,Sunday,3,28
1148,SKU6,2019-07-21,26567,0.3,0,1,0,0.0,0,0,0,0,Sunday,3,29
1149,SKU6,2019-07-28,37663,0.38,1,0,0,0.0,0,0,0,0,Sunday,3,30
1150,SKU6,2019-08-04,13397,0.05,0,1,1,0.0,0,0,0,0,Sunday,3,31
1151,SKU6,2019-08-11,40295,0.38,1,0,0,0.0,0,0,0,0,Sunday,3,32
1152,SKU6,2019-08-18,13056,0.05,1,0,0,0.0,0,0,0,0,Sunday,3,33
1153,SKU6,2019-08-25,36294,0.38,0,0,0,0.0,0,0,0,0,Sunday,3,34
1154,SKU6,2019-09-01,12320,0.07,0,1,0,0.0,0,0,0,0,Sunday,3,35
1155,SKU6,2019-09-08,42182,0.38,0,0,0,0.0,0,0,0,0,Sunday,3,36
1156,SKU6,2019-09-15,12848,0.07,0,1,1,0.0,0,0,0,0,Sunday,3,37
1157,SKU6,2019-09-22,103617,0.53,1,0,1,0.0,0,0,0,0,Sunday,3,38
1158,SKU6,2019-09-29,23973,0.3,0,1,0,0.0,0,0,0,0,Sunday,3,39
1159,SKU6,2019-10-06,39082,0.38,1,0,0,0.0,0,0,0,0,Sunday,4,40
1160,SKU6,2019-10-13,50881,0.38,0,1,0,0.0,0,0,0,0,Sunday,4,41
1161,SKU6,2019-10-20,138789,0.53,0,1,0,0.0,0,0,0,0,Sunday,4,42
1162,SKU6,2019-10-27,143887,0.53,0,1,1,0.0,0,0,0,0,Sunday,4,43
1163,SKU6,2019-11-03,163536,0.53,1,0,1,0.0,0,0,0,0,Sunday,4,44
1164,SKU6,2019-11-10,29842,0.28,1,0,1,0.0,0,0,0,0,Sunday,4,45
1165,SKU6,2019-11-17,36323,0.38,0,0,0,0.0,0,0,0,0,Sunday,4,46
1166,SKU6,2019-11-24,26587,0.28,0,1,0,0.0,0,0,0,0,Sunday,4,47
1167,SKU6,2019-12-01,40726,0.38,0,0,0,0.0,0,0,0,1,Sunday,4,48
1168,SKU6,2019-12-08,13056,0.07,0,0,0,0.0,0,0,0,0,Sunday,4,49
1169,SKU6,2019-12-15,14398,0.05,0,0,0,0.0,0,0,0,0,Sunday,4,50
1170,SKU6,2019-12-22,16213,0.05,0,0,0,0.0,0,0,0,0,Sunday,4,51
1171,SKU6,2019-12-29,6067,0.05,0,0,0,0.0,0,0,0,0,Sunday,4,52
1172,SKU6,2020-01-05,7314,0.53,1,0,1,0.0,0,0,0,0,Sunday,1,1
1173,SKU6,2020-01-12,27657,0.69,0,0,0,0.0,0,0,0,0,Sunday,1,2
1174,SKU6,2020-01-19,9984,0.53,1,0,1,0.0,0,0,0,0,Sunday,1,3
1175,SKU6,2020-01-26,30336,0.69,0,0,0,0.0,0,0,0,0,Sunday,1,4
1176,SKU6,2020-02-02,9831,0.54,1,0,1,0.0,0,0,0,0,Sunday,1,5
1177,SKU6,2020-02-09,32102,0.69,1,0,0,2.36,1,0,0,0,Sunday,1,6
1178,SKU6,2020-02-16,10955,0.53,1,0,1,3.3,1,1,0,0,Sunday,1,7
1179,SKU6,2020-02-23,24330,0.69,0,0,0,3.9,1,0,0,0,Sunday,1,8
1180,SKU6,2020-03-01,9934,0.53,1,0,1,3.81,1,0,0,0,Sunday,1,9
1181,SKU6,2020-03-08,24731,0.69,0,0,0,3.01,1,0,0,0,Sunday,1,10
1182,SKU6,2020-03-15,11742,0.53,1,0,0,0.26,1,0,0,0,Sunday,1,11
1183,SKU6,2020-03-22,20879,0.69,0,0,0,-15.7,1,0,0,0,Sunday,1,12
1184,SKU6,2020-03-29,11874,0.53,0,0,0,-26.63,1,0,0,0,Sunday,1,13
1185,SKU6,2020-04-05,9705,0.53,0,0,0,-28.49,1,0,0,0,Sunday,2,14
1186,SKU6,2020-04-12,6756,0.53,1,0,0,-27.3,1,0,1,0,Sunday,2,15
1187,SKU6,2020-04-19,16926,0.64,0,0,0,-24.28,1,0,0,0,Sunday,2,16
1188,SKU6,2020-04-26,7726,0.53,0,0,0,-22.58,1,0,0,0,Sunday,2,17
1189,SKU6,2020-05-03,8302,0.5,0,0,0,-18.18,1,0,0,0,Sunday,2,18
1190,SKU6,2020-05-10,7924,0.0,0,0,0,-15.91,1,0,0,0,Sunday,2,19
1191,SKU6,2020-05-17,63725,0.49,0,0,0,-15.27,1,0,0,0,Sunday,2,20
1192,SKU6,2020-05-24,23969,0.65,0,0,0,-13.24,1,0,0,0,Sunday,2,21
1193,SKU6,2020-05-31,29202,0.64,0,0,0,-10.86,1,0,0,0,Sunday,2,22
1194,SKU6,2020-06-07,11104,0.02,1,0,1,-10.13,1,0,0,0,Sunday,2,23
1195,SKU6,2020-06-14,24753,0.3,0,0,0,-8.68,1,0,0,0,Sunday,2,24
1196,SKU6,2020-06-21,11518,0.13,1,0,1,-8.57,1,0,0,0,Sunday,2,25
1197,SKU6,2020-06-28,29560,0.33,0,0,0,-7.5,1,0,0,0,Sunday,2,26
1198,SKU6,2020-07-05,12577,0.21,1,0,1,-8.04,1,0,0,0,Sunday,3,27
1199,SKU6,2020-07-12,27671,0.42,0,0,0,-9.36,1,0,0,0,Sunday,3,28
1200,SKU6,2020-07-19,8670,0.29,1,0,0,-8.77,1,0,0,0,Sunday,3,29
1201,SKU6,2020-07-26,24698,0.44,1,0,1,-9.93,1,0,0,0,Sunday,3,30
1202,SKU6,2020-08-02,69799,0.55,1,0,1,-11.65,1,0,0,0,Sunday,3,31
1203,SKU6,2020-08-09,26276,0.44,0,0,0,-13.23,1,0,0,0,Sunday,3,32
1204,SKU6,2020-08-16,7722,0.29,1,0,1,-20.35,1,0,0,0,Sunday,3,33
1205,SKU6,2020-08-23,16009,0.45,0,0,0,-19.41,1,0,0,0,Sunday,3,34
1206,SKU6,2020-08-30,8158,0.29,0,1,0,-18.83,1,0,0,0,Sunday,3,35
1207,SKU6,2020-09-06,29805,0.44,0,0,0,-16.44,1,0,0,0,Sunday,3,36
1208,SKU6,2020-09-13,8164,0.29,0,1,1,-7.28,1,0,0,0,Sunday,3,37
1209,SKU6,2020-09-20,80769,0.54,1,0,1,-9.87,1,0,0,0,Sunday,3,38
1210,SKU6,2020-09-27,21692,0.44,1,0,1,-7.79,1,0,0,0,Sunday,3,39
1211,SKU6,2020-10-04,23072,0.44,1,0,1,-9.73,1,0,0,0,Sunday,4,40
1212,SKU6,2020-10-11,42044,0.44,0,1,0,-7.39,1,0,0,0,Sunday,4,41
1213,SKU6,2020-10-18,96619,0.54,0,1,0,-7.56,1,0,0,0,Sunday,4,42
1214,SKU6,2020-10-25,115798,0.52,0,1,0,-8.39,1,0,0,0,Sunday,4,43
1215,SKU6,2020-11-01,152186,0.54,1,0,1,-7.43,1,0,0,0,Sunday,4,44
1216,SKU6,2020-11-08,26445,0.44,1,0,1,-5.95,1,0,0,0,Sunday,4,45
1217,SKU6,2020-11-15,26414,0.44,0,0,0,-7.2,1,0,0,0,Sunday,4,46
